Type,Distribution,K,N,Dimensions,Time
KD Tree,uniform,100,8192,10,0.00910268
KD Tree,uniform,125,8192,10,0.00956866
KD Tree,uniform,150,8192,10,0.00987708
KD Tree,uniform,175,8192,10,0.0104373
KD Tree,uniform,200,8192,10,0.0128699
Dumb,uniform,10,16384,2,0.023964
Dumb,uniform,25,16384,2,0.0239838
Dumb,uniform,50,16384,2,0.0242807
Dumb,uniform,75,16384,2,0.0240838
Dumb,uniform,100,16384,2,0.0240283
Dumb,uniform,125,16384,2,0.0242245
Dumb,uniform,150,16384,2,0.023741
Dumb,uniform,175,16384,2,0.0239601
Dumb,uniform,200,16384,2,0.0239374
Buckets,uniform,10,16384,2,0.00572894
Buckets,uniform,25,16384,2,0.0053807
Buckets,uniform,50,16384,2,0.0030312
Buckets,uniform,75,16384,2,0.00480272
Buckets,uniform,100,16384,2,0.00487714
Buckets,uniform,125,16384,2,0.00376799
Buckets,uniform,150,16384,2,0.00418546
Buckets,uniform,175,16384,2,0.00531048
Buckets,uniform,200,16384,2,0.00349334
Buckets,uniform,10,16384,3,0.00108862
Buckets,uniform,25,16384,3,0.00198695
Buckets,uniform,50,16384,3,0.00165869
Buckets,uniform,75,16384,3,0.00158467
Buckets,uniform,100,16384,3,0.00184116
Buckets,uniform,125,16384,3,0.00123036
Buckets,uniform,150,16384,3,0.000941178
Buckets,uniform,175,16384,3,0.00137716
Buckets,uniform,200,16384,3,0.00197755
Buckets,uniform,10,16384,10,7.4188
Buckets,uniform,25,16384,10,7.23957
Buckets,uniform,50,16384,10,7.30871
Buckets,uniform,75,16384,10,7.24696
Buckets,uniform,100,16384,10,7.23747
Buckets,uniform,125,16384,10,7.24836
Buckets,uniform,150,16384,10,7.24961
Buckets,uniform,175,16384,10,7.25867
Buckets,uniform,200,16384,10,7.23459
Quad Tree,uniform,10,16384,2,0.00322928
Quad Tree,uniform,25,16384,2,0.00418117
Quad Tree,uniform,50,16384,2,0.00465764
Quad Tree,uniform,75,16384,2,0.00570285
Quad Tree,uniform,100,16384,2,0.00527656
Quad Tree,uniform,125,16384,2,0.00459375
Quad Tree,uniform,150,16384,2,0.00714357
Quad Tree,uniform,175,16384,2,0.00697875
Quad Tree,uniform,200,16384,2,0.0090119
KD Tree,uniform,10,16384,2,0.0031463
KD Tree,uniform,25,16384,2,0.00399464
KD Tree,uniform,50,16384,2,0.00406341
KD Tree,uniform,75,16384,2,0.00662587
KD Tree,uniform,100,16384,2,0.00664005
KD Tree,uniform,125,16384,2,0.00734102
KD Tree,uniform,150,16384,2,0.00951345
KD Tree,uniform,175,16384,2,0.00635044
KD Tree,uniform,200,16384,2,0.00689812
KD Tree,uniform,10,16384,3,0.00388881
KD Tree,uniform,25,16384,3,0.00389621
KD Tree,uniform,50,16384,3,0.00501514
KD Tree,uniform,75,16384,3,0.00572058
KD Tree,uniform,100,16384,3,0.00689103
KD Tree,uniform,125,16384,3,0.00626751
KD Tree,uniform,150,16384,3,0.00796834
KD Tree,uniform,175,16384,3,0.0066025
KD Tree,uniform,200,16384,3,0.00753541
KD Tree,uniform,10,16384,10,0.0113425
KD Tree,uniform,25,16384,10,0.0122184
KD Tree,uniform,50,16384,10,0.0130549
KD Tree,uniform,75,16384,10,0.0136158
KD Tree,uniform,100,16384,10,0.0156762
KD Tree,uniform,125,16384,10,0.0159869
KD Tree,uniform,150,16384,10,0.0167768
KD Tree,uniform,175,16384,10,0.0173913
KD Tree,uniform,200,16384,10,0.0175058
Dumb,uniform,10,32768,2,0.0518828
Dumb,uniform,25,32768,2,0.0507151
Dumb,uniform,50,32768,2,0.0515137
Dumb,uniform,75,32768,2,0.0520796
Dumb,uniform,100,32768,2,0.0497436
Dumb,uniform,125,32768,2,0.0515699
Dumb,uniform,150,32768,2,0.0518359
Dumb,uniform,175,32768,2,0.0523848
Dumb,uniform,200,32768,2,0.0517737
Buckets,uniform,10,32768,2,0.0107012
Buckets,uniform,25,32768,2,0.0110305
Buckets,uniform,50,32768,2,0.00836435
Buckets,uniform,75,32768,2,0.0113785
Buckets,uniform,100,32768,2,0.0104923
Buckets,uniform,125,32768,2,0.0112747
Buckets,uniform,150,32768,2,0.0109861
Buckets,uniform,175,32768,2,0.0105039
Buckets,uniform,200,32768,2,0.0108847
Buckets,uniform,10,32768,3,0.00377397
Buckets,uniform,25,32768,3,0.00318307
Buckets,uniform,50,32768,3,0.00421605
Buckets,uniform,75,32768,3,0.00339188
Buckets,uniform,100,32768,3,0.00369808
Buckets,uniform,125,32768,3,0.00296476
Buckets,uniform,150,32768,3,0.00332037
Buckets,uniform,175,32768,3,0.00288126
Buckets,uniform,200,32768,3,0.00325106
Buckets,uniform,10,32768,10,7.59553
Buckets,uniform,25,32768,10,7.50775
Buckets,uniform,50,32768,10,7.50937
Buckets,uniform,75,32768,10,7.50894
Buckets,uniform,100,32768,10,7.51592
Buckets,uniform,125,32768,10,7.50607
Buckets,uniform,150,32768,10,7.61464
Buckets,uniform,175,32768,10,7.58878
Buckets,uniform,200,32768,10,7.67551
Quad Tree,uniform,10,32768,2,0.00669977
Quad Tree,uniform,25,32768,2,0.00799139
Quad Tree,uniform,50,32768,2,0.0074676
Quad Tree,uniform,75,32768,2,0.01014
Quad Tree,uniform,100,32768,2,0.0117593
Quad Tree,uniform,125,32768,2,0.0106684
Quad Tree,uniform,150,32768,2,0.012861
Quad Tree,uniform,175,32768,2,0.0135934
Quad Tree,uniform,200,32768,2,0.0132363
KD Tree,uniform,10,32768,2,0.00637998
KD Tree,uniform,25,32768,2,0.00731045
KD Tree,uniform,50,32768,2,0.00827364
KD Tree,uniform,75,32768,2,0.0108111
KD Tree,uniform,100,32768,2,0.0122342
KD Tree,uniform,125,32768,2,0.013868
KD Tree,uniform,150,32768,2,0.011015
KD Tree,uniform,175,32768,2,0.0123885
KD Tree,uniform,200,32768,2,0.0153516
KD Tree,uniform,10,32768,3,0.00833576
KD Tree,uniform,25,32768,3,0.00819433
KD Tree,uniform,50,32768,3,0.00899765
KD Tree,uniform,75,32768,3,0.0105117
KD Tree,uniform,100,32768,3,0.0108348
KD Tree,uniform,125,32768,3,0.00937361
KD Tree,uniform,150,32768,3,0.0116778
KD Tree,uniform,175,32768,3,0.0122482
KD Tree,uniform,200,32768,3,0.0148664
KD Tree,uniform,10,32768,10,0.0240938
KD Tree,uniform,25,32768,10,0.0241813
KD Tree,uniform,50,32768,10,0.0255227
KD Tree,uniform,75,32768,10,0.0259947
KD Tree,uniform,100,32768,10,0.0294561
KD Tree,uniform,125,32768,10,0.0243301
KD Tree,uniform,150,32768,10,0.0274324
KD Tree,uniform,175,32768,10,0.0291276
KD Tree,uniform,200,32768,10,0.0309302
Dumb,uniform,10,65536,2,0.112461
Dumb,uniform,25,65536,2,0.11224
Dumb,uniform,50,65536,2,0.110351
Dumb,uniform,75,65536,2,0.111234
Dumb,uniform,100,65536,2,0.118138
Dumb,uniform,125,65536,2,0.13684
Dumb,uniform,150,65536,2,0.122162
Dumb,uniform,175,65536,2,0.11372
Dumb,uniform,200,65536,2,0.114631
Buckets,uniform,10,65536,2,0.0246413
Buckets,uniform,25,65536,2,0.0179737
Buckets,uniform,50,65536,2,0.019175
Buckets,uniform,75,65536,2,0.0252029
Buckets,uniform,100,65536,2,0.0167961
Buckets,uniform,125,65536,2,0.0234317
Buckets,uniform,150,65536,2,0.0189857
Buckets,uniform,175,65536,2,0.0231106
Buckets,uniform,200,65536,2,0.0273102
Buckets,uniform,10,65536,3,0.0063672
Buckets,uniform,25,65536,3,0.0082584
Buckets,uniform,50,65536,3,0.00823764
Buckets,uniform,75,65536,3,0.00670826
Buckets,uniform,100,65536,3,0.00812161
Buckets,uniform,125,65536,3,0.0094456
Buckets,uniform,150,65536,3,0.00905048
Buckets,uniform,175,65536,3,0.0067787
Buckets,uniform,200,65536,3,0.00678467
Buckets,uniform,10,65536,10,8.37084
Buckets,uniform,25,65536,10,8.60281
Buckets,uniform,50,65536,10,8.24948
Buckets,uniform,75,65536,10,8.19171
Buckets,uniform,100,65536,10,8.13448
Buckets,uniform,125,65536,10,8.17052
Buckets,uniform,150,65536,10,8.09606
Buckets,uniform,175,65536,10,8.15442
Buckets,uniform,200,65536,10,8.09512
Quad Tree,uniform,10,65536,2,0.0124315
Quad Tree,uniform,25,65536,2,0.0123185
Quad Tree,uniform,50,65536,2,0.0149951
Quad Tree,uniform,75,65536,2,0.0153953
Quad Tree,uniform,100,65536,2,0.0170249
Quad Tree,uniform,125,65536,2,0.0156325
Quad Tree,uniform,150,65536,2,0.0176531
Quad Tree,uniform,175,65536,2,0.019632
Quad Tree,uniform,200,65536,2,0.0215853
KD Tree,uniform,10,65536,2,0.0107766
KD Tree,uniform,25,65536,2,0.0135789
KD Tree,uniform,50,65536,2,0.0168698
KD Tree,uniform,75,65536,2,0.0175044
KD Tree,uniform,100,65536,2,0.0175605
KD Tree,uniform,125,65536,2,0.0219423
KD Tree,uniform,150,65536,2,0.0172264
KD Tree,uniform,175,65536,2,0.0241073
KD Tree,uniform,200,65536,2,0.0210797
KD Tree,uniform,10,65536,3,0.0139218
KD Tree,uniform,25,65536,3,0.0157373
KD Tree,uniform,50,65536,3,0.017804
KD Tree,uniform,75,65536,3,0.0186439
KD Tree,uniform,100,65536,3,0.0190491
KD Tree,uniform,125,65536,3,0.0182243
KD Tree,uniform,150,65536,3,0.0183349
KD Tree,uniform,175,65536,3,0.0210511
KD Tree,uniform,200,65536,3,0.0252496
KD Tree,uniform,10,65536,10,0.0461655
KD Tree,uniform,25,65536,10,0.0439761
KD Tree,uniform,50,65536,10,0.0471008
KD Tree,uniform,75,65536,10,0.049549
KD Tree,uniform,100,65536,10,0.0518101
KD Tree,uniform,125,65536,10,0.0503864
KD Tree,uniform,150,65536,10,0.0520478
KD Tree,uniform,175,65536,10,0.0545989
KD Tree,uniform,200,65536,10,0.0554427
Dumb,uniform,10,131072,2,0.234473
Dumb,uniform,25,131072,2,0.233351
Dumb,uniform,50,131072,2,0.233568
Dumb,uniform,75,131072,2,0.230695
Dumb,uniform,100,131072,2,0.230315
Dumb,uniform,125,131072,2,0.23097
Dumb,uniform,150,131072,2,0.234672
Dumb,uniform,175,131072,2,0.230959
Dumb,uniform,200,131072,2,0.229917
Buckets,uniform,10,131072,2,0.045839
Buckets,uniform,25,131072,2,0.0365546
Buckets,uniform,50,131072,2,0.047451
Buckets,uniform,75,131072,2,0.0482647
Buckets,uniform,100,131072,2,0.0451526
Buckets,uniform,125,131072,2,0.0442258
Buckets,uniform,150,131072,2,0.0510244
Buckets,uniform,175,131072,2,0.0483505
Buckets,uniform,200,131072,2,0.0504311
Buckets,uniform,10,131072,3,0.0153403
Buckets,uniform,25,131072,3,0.0171173
Buckets,uniform,50,131072,3,0.0157486
Buckets,uniform,75,131072,3,0.0159795
Buckets,uniform,100,131072,3,0.0179239
Buckets,uniform,125,131072,3,0.0163075
Buckets,uniform,150,131072,3,0.0129576
Buckets,uniform,175,131072,3,0.0137248
Buckets,uniform,200,131072,3,0.0164601
Buckets,uniform,10,131072,10,9.35565
Buckets,uniform,25,131072,10,9.28986
Buckets,uniform,50,131072,10,9.28329
Buckets,uniform,75,131072,10,9.38079
Buckets,uniform,100,131072,10,9.30869
Buckets,uniform,125,131072,10,9.39532
Buckets,uniform,150,131072,10,9.31569
Buckets,uniform,175,131072,10,9.3992
Buckets,uniform,200,131072,10,9.41049
Quad Tree,uniform,10,131072,2,0.0250871
Quad Tree,uniform,25,131072,2,0.0291028
Quad Tree,uniform,50,131072,2,0.0286738
Quad Tree,uniform,75,131072,2,0.0331998
Quad Tree,uniform,100,131072,2,0.0360965
Quad Tree,uniform,125,131072,2,0.0404444
Quad Tree,uniform,150,131072,2,0.0315275
Quad Tree,uniform,175,131072,2,0.0392538
Quad Tree,uniform,200,131072,2,0.0426386
KD Tree,uniform,10,131072,2,0.0218504
KD Tree,uniform,25,131072,2,0.0252865
KD Tree,uniform,50,131072,2,0.0293608
KD Tree,uniform,75,131072,2,0.032822
KD Tree,uniform,100,131072,2,0.034663
KD Tree,uniform,125,131072,2,0.0373849
KD Tree,uniform,150,131072,2,0.0364979
KD Tree,uniform,175,131072,2,0.040136
KD Tree,uniform,200,131072,2,0.0444306
KD Tree,uniform,10,131072,3,0.0307388
KD Tree,uniform,25,131072,3,0.0279045
KD Tree,uniform,50,131072,3,0.0344097
KD Tree,uniform,75,131072,3,0.0335593
KD Tree,uniform,100,131072,3,0.0331691
KD Tree,uniform,125,131072,3,0.0356565
KD Tree,uniform,150,131072,3,0.0382438
KD Tree,uniform,175,131072,3,0.0361868
KD Tree,uniform,200,131072,3,0.0360041
KD Tree,uniform,10,131072,10,0.0932717
KD Tree,uniform,25,131072,10,0.095413
KD Tree,uniform,50,131072,10,0.0952468
KD Tree,uniform,75,131072,10,0.102756
KD Tree,uniform,100,131072,10,0.0980228
KD Tree,uniform,125,131072,10,0.103088
KD Tree,uniform,150,131072,10,0.105256
KD Tree,uniform,175,131072,10,0.10396
KD Tree,uniform,200,131072,10,0.103876
Dumb,uniform,10,262144,2,0.511193
Dumb,uniform,25,262144,2,0.507244
Dumb,uniform,50,262144,2,0.509102
Dumb,uniform,75,262144,2,0.50925
Dumb,uniform,100,262144,2,0.504251
Dumb,uniform,125,262144,2,0.504664
Dumb,uniform,150,262144,2,0.499462
Dumb,uniform,175,262144,2,0.492278
Dumb,uniform,200,262144,2,0.493675
Buckets,uniform,10,262144,2,0.117431
Buckets,uniform,25,262144,2,0.111448
Buckets,uniform,50,262144,2,0.0983248
Buckets,uniform,75,262144,2,0.103352
Buckets,uniform,100,262144,2,0.0973205
Buckets,uniform,125,262144,2,0.0988255
Buckets,uniform,150,262144,2,0.103855
Buckets,uniform,175,262144,2,0.120789
Buckets,uniform,200,262144,2,0.112685
Buckets,uniform,10,262144,3,0.02643
Buckets,uniform,25,262144,3,0.0279585
Buckets,uniform,50,262144,3,0.041174
Buckets,uniform,75,262144,3,0.0300518
Buckets,uniform,100,262144,3,0.0364679
Buckets,uniform,125,262144,3,0.0453732
Buckets,uniform,150,262144,3,0.0382094
Buckets,uniform,175,262144,3,0.0438571
Buckets,uniform,200,262144,3,0.024532
Buckets,uniform,10,262144,10,12.0586
Buckets,uniform,25,262144,10,12.0566
Buckets,uniform,50,262144,10,12.0701
Buckets,uniform,75,262144,10,12.0492
Buckets,uniform,100,262144,10,12.1745
Buckets,uniform,125,262144,10,12.0568
Buckets,uniform,150,262144,10,11.9775
Buckets,uniform,175,262144,10,11.8518
Buckets,uniform,200,262144,10,12.052
Quad Tree,uniform,10,262144,2,0.0450718
Quad Tree,uniform,25,262144,2,0.0484618
Quad Tree,uniform,50,262144,2,0.0513474
Quad Tree,uniform,75,262144,2,0.0571301
Quad Tree,uniform,100,262144,2,0.0525214
Quad Tree,uniform,125,262144,2,0.0614917
Quad Tree,uniform,150,262144,2,0.0562925
Quad Tree,uniform,175,262144,2,0.0618834
Quad Tree,uniform,200,262144,2,0.0645823
KD Tree,uniform,10,262144,2,0.0433574
KD Tree,uniform,25,262144,2,0.0520536
KD Tree,uniform,50,262144,2,0.0443451
KD Tree,uniform,75,262144,2,0.0608678
KD Tree,uniform,100,262144,2,0.0539886
KD Tree,uniform,125,262144,2,0.0564056
KD Tree,uniform,150,262144,2,0.0634176
KD Tree,uniform,175,262144,2,0.0667697
KD Tree,uniform,200,262144,2,0.0689774
KD Tree,uniform,10,262144,3,0.0584835
KD Tree,uniform,25,262144,3,0.058201
KD Tree,uniform,50,262144,3,0.0608986
KD Tree,uniform,75,262144,3,0.0624591
KD Tree,uniform,100,262144,3,0.0676905
KD Tree,uniform,125,262144,3,0.0568822
KD Tree,uniform,150,262144,3,0.0717052
KD Tree,uniform,175,262144,3,0.0697048
KD Tree,uniform,200,262144,3,0.0674569
KD Tree,uniform,10,262144,10,0.184499
KD Tree,uniform,25,262144,10,0.179794
KD Tree,uniform,50,262144,10,0.190249
KD Tree,uniform,75,262144,10,0.189489
KD Tree,uniform,100,262144,10,0.192299
KD Tree,uniform,125,262144,10,0.193926
KD Tree,uniform,150,262144,10,0.199131
KD Tree,uniform,175,262144,10,0.213627
KD Tree,uniform,200,262144,10,0.220833
Dumb,uniform,10,524288,2,1.06263
Dumb,uniform,25,524288,2,1.04682
Dumb,uniform,50,524288,2,1.04588
Dumb,uniform,75,524288,2,1.05601
Dumb,uniform,100,524288,2,1.0592
Dumb,uniform,125,524288,2,1.05175
Dumb,uniform,150,524288,2,1.04012
Dumb,uniform,175,524288,2,1.04083
Dumb,uniform,200,524288,2,1.044
Buckets,uniform,10,524288,2,0.235373
Buckets,uniform,25,524288,2,0.210551
Buckets,uniform,50,524288,2,0.200223
Buckets,uniform,75,524288,2,0.234214
Buckets,uniform,100,524288,2,0.19921
Buckets,uniform,125,524288,2,0.246387
Buckets,uniform,150,524288,2,0.204597
Buckets,uniform,175,524288,2,0.192345
Buckets,uniform,200,524288,2,0.223981
Buckets,uniform,10,524288,3,0.0488503
Buckets,uniform,25,524288,3,0.0460941
Buckets,uniform,50,524288,3,0.0612682
Buckets,uniform,75,524288,3,0.0733986
Buckets,uniform,100,524288,3,0.0798275
Buckets,uniform,125,524288,3,0.0850486
Buckets,uniform,150,524288,3,0.0837001
Buckets,uniform,175,524288,3,0.0915005
Buckets,uniform,200,524288,3,0.085025
Buckets,uniform,10,524288,10,17.3197
Buckets,uniform,25,524288,10,17.694
Buckets,uniform,50,524288,10,17.3818
Buckets,uniform,75,524288,10,17.5411
Buckets,uniform,100,524288,10,17.5246
Buckets,uniform,125,524288,10,17.519
Buckets,uniform,150,524288,10,17.6444
Buckets,uniform,175,524288,10,17.5803
Buckets,uniform,200,524288,10,17.554
Quad Tree,uniform,10,524288,2,0.0930765
Quad Tree,uniform,25,524288,2,0.100899
Quad Tree,uniform,50,524288,2,0.102013
Quad Tree,uniform,75,524288,2,0.111605
Quad Tree,uniform,100,524288,2,0.115699
Quad Tree,uniform,125,524288,2,0.110755
Quad Tree,uniform,150,524288,2,0.128176
Quad Tree,uniform,175,524288,2,0.121468
Quad Tree,uniform,200,524288,2,0.127761
KD Tree,uniform,10,524288,2,0.0885493
KD Tree,uniform,25,524288,2,0.0956862
KD Tree,uniform,50,524288,2,0.097356
KD Tree,uniform,75,524288,2,0.0959412
KD Tree,uniform,100,524288,2,0.102901
KD Tree,uniform,125,524288,2,0.11944
KD Tree,uniform,150,524288,2,0.112092
KD Tree,uniform,175,524288,2,0.126799
KD Tree,uniform,200,524288,2,0.117957
KD Tree,uniform,10,524288,3,0.123007
KD Tree,uniform,25,524288,3,0.127027
KD Tree,uniform,50,524288,3,0.123171
KD Tree,uniform,75,524288,3,0.120554
KD Tree,uniform,100,524288,3,0.125983
KD Tree,uniform,125,524288,3,0.133927
KD Tree,uniform,150,524288,3,0.104428
KD Tree,uniform,175,524288,3,0.138912
KD Tree,uniform,200,524288,3,0.138602
KD Tree,uniform,10,524288,10,0.3771
KD Tree,uniform,25,524288,10,0.373064
KD Tree,uniform,50,524288,10,0.383327
KD Tree,uniform,75,524288,10,0.378968
KD Tree,uniform,100,524288,10,0.385949
KD Tree,uniform,125,524288,10,0.375376
KD Tree,uniform,150,524288,10,0.386262
KD Tree,uniform,175,524288,10,0.396017
KD Tree,uniform,200,524288,10,0.388359
Dumb,uniform,10,1048576,2,2.27016
Dumb,uniform,25,1048576,2,2.23682
Dumb,uniform,50,1048576,2,2.211
Dumb,uniform,75,1048576,2,2.23248
Dumb,uniform,100,1048576,2,2.26352
Dumb,uniform,125,1048576,2,2.35643
Dumb,uniform,150,1048576,2,2.2409
Dumb,uniform,175,1048576,2,2.18854
Dumb,uniform,200,1048576,2,2.20776
Buckets,uniform,10,1048576,2,0.419666
Buckets,uniform,25,1048576,2,0.39956
Buckets,uniform,50,1048576,2,0.546293
Buckets,uniform,75,1048576,2,0.395054
Buckets,uniform,100,1048576,2,0.334654
Buckets,uniform,125,1048576,2,0.469381
Buckets,uniform,150,1048576,2,0.408056
Buckets,uniform,175,1048576,2,0.47248
Buckets,uniform,200,1048576,2,0.459827
Buckets,uniform,10,1048576,3,0.137709
Buckets,uniform,25,1048576,3,0.165972
Buckets,uniform,50,1048576,3,0.120672
Buckets,uniform,75,1048576,3,0.139785
Buckets,uniform,100,1048576,3,0.138294
Buckets,uniform,125,1048576,3,0.156789
Buckets,uniform,150,1048576,3,0.157269
Buckets,uniform,175,1048576,3,0.136948
Buckets,uniform,200,1048576,3,0.161424
Buckets,uniform,10,1048576,10,28.5856
Buckets,uniform,25,1048576,10,28.6196
Buckets,uniform,50,1048576,10,29.3328
Buckets,uniform,75,1048576,10,28.7759
Buckets,uniform,100,1048576,10,28.8218
Buckets,uniform,125,1048576,10,29.3048
Buckets,uniform,150,1048576,10,28.7188
Buckets,uniform,175,1048576,10,28.8513
Buckets,uniform,200,1048576,10,28.9579
Quad Tree,uniform,10,1048576,2,0.182979
Quad Tree,uniform,25,1048576,2,0.188724
Quad Tree,uniform,50,1048576,2,0.203032
Quad Tree,uniform,75,1048576,2,0.20436
Quad Tree,uniform,100,1048576,2,0.204872
Quad Tree,uniform,125,1048576,2,0.213738
Quad Tree,uniform,150,1048576,2,0.22769
Quad Tree,uniform,175,1048576,2,0.217518
Quad Tree,uniform,200,1048576,2,0.232702
KD Tree,uniform,10,1048576,2,0.187578
KD Tree,uniform,25,1048576,2,0.18932
KD Tree,uniform,50,1048576,2,0.19123
KD Tree,uniform,75,1048576,2,0.192564
KD Tree,uniform,100,1048576,2,0.169281
KD Tree,uniform,125,1048576,2,0.179283
KD Tree,uniform,150,1048576,2,0.222405
KD Tree,uniform,175,1048576,2,0.204237
KD Tree,uniform,200,1048576,2,0.230554
KD Tree,uniform,10,1048576,3,0.213932
KD Tree,uniform,25,1048576,3,0.23104
KD Tree,uniform,50,1048576,3,0.239472
KD Tree,uniform,75,1048576,3,0.224374
KD Tree,uniform,100,1048576,3,0.229737
KD Tree,uniform,125,1048576,3,0.242295
KD Tree,uniform,150,1048576,3,0.248187
KD Tree,uniform,175,1048576,3,0.235777
KD Tree,uniform,200,1048576,3,0.256713
KD Tree,uniform,10,1048576,10,0.765692
KD Tree,uniform,25,1048576,10,0.744842
KD Tree,uniform,50,1048576,10,0.745445
KD Tree,uniform,75,1048576,10,0.754164
KD Tree,uniform,100,1048576,10,0.750685
KD Tree,uniform,125,1048576,10,0.771243
KD Tree,uniform,150,1048576,10,0.765135
KD Tree,uniform,175,1048576,10,0.766456
KD Tree,uniform,200,1048576,10,0.952627
Dumb,uniform,10,2097152,2,4.6906
Dumb,uniform,25,2097152,2,4.67921
Dumb,uniform,50,2097152,2,4.71334
Dumb,uniform,75,2097152,2,4.74166
Dumb,uniform,100,2097152,2,4.75111
Dumb,uniform,125,2097152,2,4.72099
Dumb,uniform,150,2097152,2,4.71184
Dumb,uniform,175,2097152,2,4.75302
Dumb,uniform,200,2097152,2,4.76074
Buckets,uniform,10,2097152,2,0.946429
Buckets,uniform,25,2097152,2,0.91578
Buckets,uniform,50,2097152,2,0.833747
Buckets,uniform,75,2097152,2,0.913841
Buckets,uniform,100,2097152,2,1.07196
Buckets,uniform,125,2097152,2,0.9528
Buckets,uniform,150,2097152,2,0.816032
Buckets,uniform,175,2097152,2,0.802847
Buckets,uniform,200,2097152,2,1.07742
Buckets,uniform,10,2097152,3,0.324897
Buckets,uniform,25,2097152,3,0.357327
Buckets,uniform,50,2097152,3,0.219955
Buckets,uniform,75,2097152,3,0.396876
Buckets,uniform,100,2097152,3,0.245161
Buckets,uniform,125,2097152,3,0.297425
Buckets,uniform,150,2097152,3,0.320143
Buckets,uniform,175,2097152,3,0.389801
Buckets,uniform,200,2097152,3,0.332976
Buckets,uniform,10,2097152,10,52.7851
Buckets,uniform,25,2097152,10,53.1375
Buckets,uniform,50,2097152,10,53.389
Buckets,uniform,75,2097152,10,53.161
Buckets,uniform,100,2097152,10,52.9961
Buckets,uniform,125,2097152,10,52.1908
Buckets,uniform,150,2097152,10,53.23
Buckets,uniform,175,2097152,10,53.4945
Buckets,uniform,200,2097152,10,53.7884
Quad Tree,uniform,10,2097152,2,0.366147
Quad Tree,uniform,25,2097152,2,0.401819
Quad Tree,uniform,50,2097152,2,0.419998
Quad Tree,uniform,75,2097152,2,0.409206
Quad Tree,uniform,100,2097152,2,0.426369
Quad Tree,uniform,125,2097152,2,0.438865
Quad Tree,uniform,150,2097152,2,0.438845
Quad Tree,uniform,175,2097152,2,0.458846
Quad Tree,uniform,200,2097152,2,0.457312
KD Tree,uniform,10,2097152,2,0.42953
KD Tree,uniform,25,2097152,2,0.372225
KD Tree,uniform,50,2097152,2,0.353615
KD Tree,uniform,75,2097152,2,0.381888
KD Tree,uniform,100,2097152,2,0.368635
KD Tree,uniform,125,2097152,2,0.317889
KD Tree,uniform,150,2097152,2,0.408542
KD Tree,uniform,175,2097152,2,0.390253
KD Tree,uniform,200,2097152,2,0.405063
KD Tree,uniform,10,2097152,3,0.506792
KD Tree,uniform,25,2097152,3,0.426987
KD Tree,uniform,50,2097152,3,0.467452
KD Tree,uniform,75,2097152,3,0.476221
KD Tree,uniform,100,2097152,3,0.500021
KD Tree,uniform,125,2097152,3,0.50105
KD Tree,uniform,150,2097152,3,0.455562
KD Tree,uniform,175,2097152,3,0.388664
KD Tree,uniform,200,2097152,3,0.478199
KD Tree,uniform,10,2097152,10,1.60854
KD Tree,uniform,25,2097152,10,1.47972
KD Tree,uniform,50,2097152,10,1.47441
KD Tree,uniform,75,2097152,10,1.47315
KD Tree,uniform,100,2097152,10,1.55619
KD Tree,uniform,125,2097152,10,1.65253
KD Tree,uniform,150,2097152,10,1.6132
KD Tree,uniform,175,2097152,10,1.50499
KD Tree,uniform,200,2097152,10,1.50913
